FECHA_CREACION,NUMERO_PQR,descripcion,clasificacion
2023-02-24 15:50:24,MDM-PQR-37318794,recuperacion experiencia validacion comunico solicitar cancelacion directv,1
2022-12-20 13:22:13,MDM-PQR-35788868,aumento factura,0
2023-02-28 10:26:34,MDM-PQR-37385385,factura mas pago pasado informar aplicar retencion,0
2023-02-09 19:05:30,MDM-PQR-36989561,querer cancelar solicitado,1
2022-12-06 18:53:43,MDM-PQR-35551325,yul costo factura,1
2023-02-14 12:55:39,MDM-PQR-37081460,saber aumento factura explicar,0
2023-02-21 23:07:32,MDM-PQR-37248305,concepto facturar,0
2023-01-25 17:25:11,MDM-PQR-36572900,llegar mensaje pendiente decir,1
2023-02-17 09:43:47,MDM-PQR-37146906,gustar d solicitar informacion factura,1
2023-01-12 19:30:04,MDM-PQR-36276459,llamar validar retirar dirar tv gol valido tramitar pendiente retirar fecha corte valido facturacion aclarar concepto facturar,0
2022-12-16 08:30:15,MDM-PQR-35717774,informacion,0
2023-01-24 10:56:49,MDM-PQR-36530080,llegar factura llego mensaje suspension,0
2023-02-03 09:55:52,MDM-PQR-36822812,dudar factura incremento,1
2022-12-15 09:09:57,MDM-PQR-35698160,informacion factura,1
2022-12-02 18:31:33,MDM-PQR-35471213,,0
2023-01-25 16:40:30,MDM-PQR-36571320,reconexion evidenciar ultimos pago despues solicitado,0
2023-01-13 14:43:06,MDM-PQR-36293590,solicitar adecuacion modem dejar instalado cuarto problema corazon desear quedar pasillo,1
2023-01-27 09:51:25,MDM-PQR-36620731,pago factura diar llego factura,1
2023-01-16 15:06:23,MDM-PQR-36344592,factura desear saber cobrar factura cobrar,1
2023-02-25 14:54:00,MDM-PQR-37336772,be validar factura,1
2023-02-09 14:35:56,MDM-PQR-36981613,d validar facturacion,0
2023-02-27 16:29:48,MDM-PQR-37371556,plan cumplido solicitar plan duir m v asesor ingresar evidenciar escalamiento gestor solicitar corregir error ocurrido error aplicacion favor intentelo nuevamente asesoramiento reingreso tramitar registrar mismo error penalizar ajuste asesor factura tambien deber generar aclarar concepto facturar penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajustado,0
2023-01-26 14:42:48,MDM-PQR-36599342,explicacion factura,1
2023-02-12 12:54:21,MDM-PQR-37038235,suspendido volvio acto cobrar corte plan mensual llegar,1
2023-01-18 13:38:08,MDM-PQR-36394576,concepto facturar,0
2023-02-28 11:25:38,MDM-PQR-37387475,solicitar,1
2023-01-12 10:29:44,MDM-PQR-36259598,llamad desear saber aumentado factura,1
2023-01-25 15:36:22,MDM-PQR-36568812,solicitar informacion d concepto facturar,1
2023-02-17 17:40:05,MDM-PQR-37161858,solicitado informacion concepto facturar,1
2022-12-01 09:14:13,MDM-PQR-35428018,nombregilberto carino grupal uenhogar miny tipo segmento uenhogar dc segmentohogar dirar once categoriaplatino indicar desear validar factura tanto,0
2022-12-19 09:23:37,MDM-PQR-35756988,concepto facturar,0
2022-12-22 16:07:54,MDM-PQR-35837490,querer saber cobrar mas,1
2022-12-01 12:15:54,MDM-PQR-35435112,error,0
2023-01-25 11:36:46,MDM-PQR-36559151,llegar factura cara,0
2023-02-06 19:43:21,MDM-PQR-36906629,informacion factura,0
2023-01-17 14:40:12,MDM-PQR-36371378,notifico llego factura debido enviar factura pagar ir generar pago informar peso,0
2022-12-02 09:20:29,MDM-PQR-35454726,indicar serio tendria costo diferente lle llego facturacion,1
2022-12-07 17:53:05,MDM-PQR-35570686,solicitar informacion factura,0
2022-12-27 11:52:15,MDM-PQR-35908899,facturacion,0
2023-01-24 18:32:17,MDM-PQR-36545926,confirmar aumento factura,0
2023-01-02 15:17:10,MDM-PQR-36033025,pinedafactuarcion,1
2022-12-26 16:37:07,MDM-PQR-35892832,desear saber winsportgsport factura generar cobro poder ingresar venir empaquetado directv requerir ingreso plataforma senor comunicar mas tarde areir,0
2023-02-15 14:44:39,MDM-PQR-37108536,solicitar copia contrato inconfor factura brindar oferta aplicar,0
2023-02-21 18:26:47,MDM-PQR-37243059,desear validar incremento factura,0
2023-01-05 12:46:34,MDM-PQR-36122319,solicitar cancelacion embargo presentar retirar pago,1
2022-12-27 14:42:34,MDM-PQR-35914148,solicitar informacion factura,0
2023-01-21 09:51:14,MDM-PQR-36461817,solicitar aclaracion factura,1
2023-02-06 19:45:44,MDM-PQR-36906680,loir informar directv cancelar tenia intencion hacer informar ciclo corte,1
2023-01-27 10:16:59,MDM-PQR-36621953,pasado pago factura factura,0
2023-02-23 16:44:38,MDM-PQR-37295853,cereal dirar et informar llegar factura completo saldo querer saber,0
2023-01-08 20:06:29,MDM-PQR-36182482,aumento factura,0
2023-01-20 06:06:17,MDM-PQR-36433279,cancelo llegar factura requerir informacion,0
2022-12-05 13:59:14,MDM-PQR-35513680,requerir formacion concepto facturar periodo,1
2022-12-03 09:43:48,MDM-PQR-35477598,facturacion,1
2023-02-22 12:56:24,MDM-PQR-37262485,solicitar ajuste factura bajo ofrecer oferta retencion basica permanente asesoramiento dejar caso seguimiento evidenciar cargo correcto bajo aumentar adicional cual estar incluir retencion grabador incluido pausa vivo incluido arreir deco incluido agot costanera movil ay justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste incorrecto aplicar ajuste penalizar asesor cargo adicional grabador incluido pausa vivo incluido arreir deco incluido dar cerrar ciclo,0
2023-01-05 15:51:14,MDM-PQR-36129608,ivretbcomco querer extiendar beneficio retencion decir tenia comunicar dejar permanente,1
2022-12-29 16:37:26,MDM-PQR-35968217,concepto facturar,0
2023-01-24 09:36:23,MDM-PQR-36526726,desear validar si diar,1
2022-12-12 17:41:01,MDM-PQR-35645822,desear informacion factura incrementado factura mil,0
2023-01-06 13:55:30,MDM-PQR-36152907,aclarar concepto facturar,1
2022-12-23 18:57:25,MDM-PQR-35859120,concepto facturar,0
2022-12-09 17:00:33,MDM-PQR-35598581,rodriguezcliente solicitar validar concepto facturar,1
2022-12-12 15:57:15,MDM-PQR-35642785,venio pagar factura ahora llego querer saber,1
2023-01-18 21:04:09,MDM-PQR-36406489,mypiluis solicitar envio factura dic hacer envio,0
2022-12-09 14:48:07,MDM-PQR-35594835,informacion concepto facturar,1
2023-01-06 16:18:40,MDM-PQR-36156796,clientejhon oti rodrigu dirar d asunto fecha corte,0
2022-12-28 10:55:54,MDM-PQR-35932198,inconfor factura,1
2023-01-31 07:54:01,MDM-PQR-36717141,concepto facturar,1
2022-12-18 08:47:14,MDM-PQR-35748197,desear cancelacion winsport,1
2023-01-30 17:05:08,MDM-PQR-36705060,gritar d desear informacion aumento factura,1
2022-12-13 10:05:34,MDM-PQR-35655292,explicar factura,0
2022-12-12 19:23:24,MDM-PQR-35647971,acerca solicitar informacion concepto facturar mencionar desconocer estar cobrar requerir informacion nota valido entrega informacion,1
2022-12-12 09:59:30,MDM-PQR-35630358,concepto facturar,0
2022-12-27 08:56:16,MDM-PQR-35902805,desear validar cobro factura,0
2023-01-04 23:51:12,MDM-PQR-36107245,riel noruego presentar paliativo ninguno descripcion solicitar informacion factura valido saw fecha oportuno editado,1
2023-01-17 08:47:04,MDM-PQR-36358954,desemchuflar dispositivo modem,1
2022-12-07 12:00:29,MDM-PQR-35562262,factura debi llegar x salir reconexion pasado vencio pago incremento tarifa,0
2023-02-06 15:28:06,MDM-PQR-36898687,solicitar saber llego factura,1
2023-01-13 17:02:15,MDM-PQR-36297801,cancelacion incremnetode inconfor,1
2023-02-22 14:55:07,MDM-PQR-37266822,incremento factura desear confirmar subio,1
2022-12-23 19:10:33,MDM-PQR-35859282,nar nombreyuli bovedo dirar h peticion desear confirmar finalizar clausular permanencia,0
2023-02-03 12:39:50,MDM-PQR-36829871,agregaduriacoeducaciongob hacer envio factura,1
2023-02-04 19:54:36,MDM-PQR-36864764,solicitar retirar domiciliario bancario,0
2022-12-19 14:33:04,MDM-PQR-35767024,factura,0
2023-01-05 08:06:10,MDM-PQR-36110097,exoneracion clausular cobertura,1
2023-02-20 14:31:04,MDM-PQR-37206400,,0
2023-02-18 09:34:12,MDM-PQR-37168726,factura,0
2022-12-14 15:07:00,MDM-PQR-35687291,llego factura tenia llegar,1
2022-12-20 19:58:40,MDM-PQR-35799822,solicitar saber llegar factura,1
2023-01-11 13:52:39,MDM-PQR-36239492,tratar hacer pago factura aplicacion salir error,0
2023-02-06 13:38:10,MDM-PQR-36894707,poner fibra descuento informar llego mas prolapso,1
2023-02-08 14:43:20,MDM-PQR-36955001,saber si pago,0
2023-01-27 13:46:24,MDM-PQR-36632271,desear validar cobro d ela factura valido saw llamad caer devolver,1
2022-12-22 18:23:53,MDM-PQR-35840436,solicitar informacion factura,1
2023-01-25 08:16:32,MDM-PQR-36552302,perdono juancamilopyahoo querer verificar factura llegar mas deberio llegar ofrecer primero estar aplicar,0
2023-02-02 11:19:44,MDM-PQR-36790969,inconfor fallo solicitar plan mas economico,0
2022-12-27 21:28:14,MDM-PQR-35923153,desear facturacion vez desear reconexion diar pago,1
2022-12-27 21:57:04,MDM-PQR-35923620,cancelacion,0
2023-01-31 16:28:17,MDM-PQR-36736598,querer validar factura,0
2023-01-25 09:12:42,MDM-PQR-36553951,cobrar hbo pack ofrecio ano gratis,1
2023-01-24 10:43:17,MDM-PQR-36529471,cancelacion incremento ofrecer plan,1
2022-12-29 15:48:08,MDM-PQR-35966885,aumento factura,1
2023-01-29 15:08:32,MDM-PQR-36672590,ofrecer descuento realizar ajuste indicado,1
2023-02-27 13:23:47,MDM-PQR-37364754,desear informacion factura normalmente llegar mil peso llego ahora mil,0
2023-01-18 13:36:32,MDM-PQR-36394519,desear validar factura bajo,1
2023-02-15 14:31:04,MDM-PQR-37108106,solicitar informacion concepto capturar,0
2023-02-07 09:24:49,MDM-PQR-36915139,volar castan dirar tv descripcion habia llego factura,1
2022-12-27 12:05:28,MDM-PQR-35909442,envio factura,1
2023-01-13 15:12:19,MDM-PQR-36294540,querer saber cobrar mas ultimo factura,0
2023-01-30 13:35:23,MDM-PQR-36695924,agente escala caso motivo reitero retencion promocion captura,0
2023-01-05 13:35:16,MDM-PQR-36124772,incremento factura,0
2023-02-20 13:36:35,MDM-PQR-37204551,factura mas inconformidad incremento,1
2023-01-21 08:43:56,MDM-PQR-36459865,janine miladi tejo sdigitalesetbcomco vigente,1
2022-12-09 10:41:37,MDM-PQR-35586351,desear verificar factura,0
2023-02-15 17:25:46,MDM-PQR-37113660,querer modem,0
2022-12-13 19:51:30,MDM-PQR-35671899,informacion promocion,0
2023-02-10 00:34:17,MDM-PQR-36992827,acerca parecer velocidad manejar velocidad resaltar beneficio plan,0
2022-12-28 11:46:40,MDM-PQR-35934095,validar factura llego notificacion pago inmediato,1
2023-01-25 20:27:17,MDM-PQR-36578022,llego factura tanto costoso,1
2023-01-24 11:55:06,MDM-PQR-36532517,desear saber incremento factura,1
2023-01-05 13:09:28,MDM-PQR-36123597,factura mas,1
2023-01-31 13:51:26,MDM-PQR-36731054,bordillo galindocliente solicitar validar concepto facturar solicitar envio factura,1
2023-02-15 10:15:20,MDM-PQR-37100045,oti factura ajuste,1
2023-02-28 10:44:16,MDM-PQR-37386037,chistir solicitar informacion facturacion telefono fijo dirar,0
2023-01-27 12:02:58,MDM-PQR-36627511,snap pedir atender tramitar mencionar condicion contrato garantizado factura ser beneficio conforme cobro generado decir manda asuma consecuencia,1
2022-12-27 10:44:59,MDM-PQR-35906578,certificado retencion areir,1
2023-02-15 18:13:19,MDM-PQR-37114798,norwood dirar llamado validacion facturacion,0
2022-12-02 11:36:00,MDM-PQR-35459871,validar factura informar factura emitido concepto pagar totalidad reconexion,1
2023-01-30 14:13:00,MDM-PQR-36697439,factura,1
2022-12-13 12:10:55,MDM-PQR-35660039,quintetir leido incremento factura n saber,0
2022-12-06 13:37:15,MDM-PQR-35542231,solicitar informacion facturacion,0
2023-01-16 14:58:51,MDM-PQR-36344307,potinformacionon factura,1
2022-12-27 14:46:51,MDM-PQR-35914289,manera fijo dirar querer cancelar prepago querer colocar prepago,1
2023-01-25 08:14:23,MDM-PQR-36552253,validar factura,0
2023-02-21 09:09:37,MDM-PQR-37220846,realizar traslado llegar factura errado,0
2022-12-10 08:58:41,MDM-PQR-35605446,llamar saber deber incremento factura,0
2023-02-16 15:59:04,MDM-PQR-37135451,querer cambiar clave directv,0
2023-02-03 08:53:04,MDM-PQR-36820061,solicitar ajuste factura reclamar cobro reconexion asesoramiento cerrar caso ajuste aplicar evidenciar diar retener justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste incorrecto penalizar asesor poner cumplir politico exoneracion reconexion bajo habia realizado diar ajuste mismo concepto adema realizar ajuste incremento informar concepto reconexion,1
2023-02-28 13:03:03,MDM-PQR-37390843,llegar factura mas,0
2023-01-18 10:27:24,MDM-PQR-36387648,suspendido llego factura cobrar,1
2023-01-22 11:12:57,MDM-PQR-36480556,factura llego decir factura quedario,0
2023-02-10 09:18:06,MDM-PQR-36996089,conforme factura incremento venio manejar beneficio manera permanente,1
2023-02-06 08:53:32,MDM-PQR-36882874,ayer intentado llamar proque generar cobro saber aumento,1
2023-02-21 20:10:07,MDM-PQR-37245524,srcristhiar diazcliente solicitar validar concepto facturar llego factura monto mas,1
2023-01-19 15:36:23,MDM-PQR-36425166,desear informacion concepto facturar,1
2023-01-06 19:55:16,MDM-PQR-36160993,aclaracion factura,1
2023-02-20 14:13:13,MDM-PQR-37205804,desear ajuste factura mad,1
2023-02-21 20:00:16,MDM-PQR-37245281,solicitar traslado pago errado,1
2022-12-19 11:49:38,MDM-PQR-35761901,cancelar directv usar,0
2023-02-22 12:10:09,MDM-PQR-37260539,seccomunico indicado,1
2023-01-21 16:29:05,MDM-PQR-36472161,indicar desear confirmar plan actual,0
2023-01-20 08:11:55,MDM-PQR-36434617,solicitar concepto facturar,1
2023-01-26 08:16:54,MDM-PQR-36583041,averiguar informacion plan,0
2023-02-07 09:48:56,MDM-PQR-36915888,revisar motivo aumento tarifa plan,1
2022-12-14 11:17:33,MDM-PQR-35680771,solicitar informacion factura reconexion,0
2023-02-14 15:18:05,MDM-PQR-37086093,solicitar explicacion factura,0
2023-02-22 12:37:18,MDM-PQR-37261691,incremento tarifa,1
2023-02-02 11:37:40,MDM-PQR-36791774,llego costoso factura,0
2023-02-09 15:38:27,MDM-PQR-36983607,stephaber salamandra d d observacion solicitar retirar incremento,1
2023-02-05 20:34:05,MDM-PQR-36877964,solicitar informacion par pago factura,1
2022-12-19 15:48:53,MDM-PQR-35769240,cancelo llego factura,1
2023-02-23 16:03:32,MDM-PQR-37294383,llamado mudo,1
2023-02-14 17:08:59,MDM-PQR-37089661,desear informacion concepto facturar,1
2023-01-25 09:12:44,MDM-PQR-36553952,informacion factura caer llamado debido entro tunel llamar vez contesta,0
2023-01-16 10:15:39,MDM-PQR-36333883,factura,0
2022-12-14 11:22:41,MDM-PQR-35680948,rondar traslado,1
2023-02-24 09:03:36,MDM-PQR-37304883,deber factura cancelo,1
2023-01-14 18:09:02,MDM-PQR-36315738,consulta notificacion cobro,0
2023-01-31 12:29:13,MDM-PQR-36727705,comunico cancelar ofrecer descuento factura llegar anterior,0
2023-02-06 15:56:31,MDM-PQR-36899802,solicitar informacion concepto facturar transferir areir encargado,1
2023-02-23 11:02:02,MDM-PQR-37284563,desear informacion factura,0
2023-01-20 12:09:20,MDM-PQR-36441298,nom confianza j car sumitodoyahoocom movil asunto facturacion,0
2023-02-23 10:33:04,MDM-PQR-37283609,desear saber factura subio,1
2022-12-09 12:10:34,MDM-PQR-35589618,informacion facturacion,0
2023-01-18 09:56:40,MDM-PQR-36386632,informacion factura beneficio,1
2023-01-31 09:20:28,MDM-PQR-36719893,realizar ajuste reconexion parte retencion,0
2023-01-16 13:47:44,MDM-PQR-36341932,validar si tine repetir,0
2023-02-24 08:01:37,MDM-PQR-37303331,acerca solicitar cancelacion cobro elevado facturacion informar llamado resaltar beneficio desiste cancelacion resaltar beneficio nar nar informacion facturacion,1
2023-01-16 12:08:39,MDM-PQR-36338403,whoa calling namir patio number contact telephonar paricopunaleduco address call motivir confirmar pam factura querer reconocer,0
2022-12-06 14:14:19,MDM-PQR-35543417,retirar partir cerebro cobro fact fe informar ultimo periodo contratar,1
2023-01-05 07:47:07,MDM-PQR-36109696,solicitar reconexion realacer pago factura,1
2023-01-17 15:39:04,MDM-PQR-36373336,informacion retencion empezar aplicar,1
2023-02-14 08:36:19,MDM-PQR-37072314,llegar cobro reconocer,0
2023-02-22 08:10:30,MDM-PQR-37250567,atencion solicitar contrato informacion concepto facturar,0
2023-02-05 13:56:57,MDM-PQR-36872777,explicacion incremento factura,1
2023-01-18 13:58:23,MDM-PQR-36395194,concepto facturar,0
2022-12-03 08:16:09,MDM-PQR-35475561,informacion facturacion informacion tambien informacion indicado queja,1
2023-01-19 13:48:11,MDM-PQR-36421382,desear verificar factura,0
2023-01-19 14:34:34,MDM-PQR-36422924,querer validar factura,0
2023-01-05 14:19:01,MDM-PQR-36126347,informacion saldo pendiente,1
2023-01-28 09:17:28,MDM-PQR-36650002,solicitar informacion factura,1
2023-01-17 11:36:34,MDM-PQR-36365002,desear informacion factura,1
2022-12-02 11:54:41,MDM-PQR-35460544,factura aumentar,1
2023-02-06 18:15:11,MDM-PQR-36904572,facturacion,0
2023-01-27 09:24:03,MDM-PQR-36619583,envio factura realizar pago,1
2023-02-24 15:11:45,MDM-PQR-37317473,factura llevar peso mas establecido,1
2022-12-07 10:08:17,MDM-PQR-35558800,inconformidad incremento factura,0
2022-12-12 09:54:21,MDM-PQR-35630165,consultar concepto facturar colgar llamado,1
2023-02-09 18:55:24,MDM-PQR-36989256,facturacion,0
2023-02-16 13:25:13,MDM-PQR-37130645,factura,1
2022-12-19 18:08:09,MDM-PQR-35772869,traslado suspension solidario fecha inicio fecha fin suspension,1
2023-02-11 18:05:34,MDM-PQR-37032576,querer hacer anadir repetidor,0
2023-01-12 18:16:50,MDM-PQR-36274923,consultar factura,1
2023-02-02 13:04:19,MDM-PQR-36795764,adquirir plan decir tenia cierto descuento factura miembro llego descuento desear saber,0
2023-01-28 15:05:10,MDM-PQR-36659837,querer saber factura llego instalar cobrar si instalar costa,1
2022-12-12 14:24:14,MDM-PQR-35639609,conocer incremento factura corto,1
2022-12-23 12:16:22,MDM-PQR-35851605,facturan x mil peso,1
2023-01-26 16:06:56,MDM-PQR-36602914,solicitar informacion genero cancelacion,0
2022-12-20 18:19:17,MDM-PQR-35797823,solicitar factura llegar,1
2023-02-03 21:19:59,MDM-PQR-36845927,solicitar cancelacion aparecer activo,0
2023-01-20 12:35:44,MDM-PQR-36442205,facturacion,0
2023-02-24 08:41:20,MDM-PQR-37304309,solicitar informacion factura decir llego cara,1
2023-02-25 10:01:45,MDM-PQR-37329817,validar pago,0
2023-02-25 12:55:31,MDM-PQR-37334453,factura,1
2023-01-11 10:25:29,MDM-PQR-36230215,factura,0
2023-01-30 08:35:48,MDM-PQR-36681953,apra saber pagar,0
2023-01-23 12:26:02,MDM-PQR-36501274,senoro validar informacion concepto facturar,0
2023-02-10 08:54:23,MDM-PQR-36995329,informacion factura,1
2023-02-27 17:09:04,MDM-PQR-37372883,solicitar ajuste factura devolucion dinero cobro llamado largo distancia genero genere cobro plan largo distancia ilimitado asesoramiento cerrar caso gestionado escrito deber garantizar cerrar ciclo justificacion penalizacion ajustado front incluido ajuste incluido diferencia ajuste correcto,0
